2	0.0078125	1.114	7.01302
4	0.015625	2.284	6.84107
6	0.0234375	3.335	7.02774
8	0.03125	4.431	7.05258
10	0.0390625	5.554	7.03322
12	0.046875	6.646	7.05311
14	0.0546875	7.763	7.04463
16	0.0625	8.958	6.977
18	0.0703125	9.931	7.0801
20	0.078125	10.804	7.23112
22	0.0859375	12.102	7.1011
24	0.09375	12.917	7.25788
26	0.101562	14.229	7.13771
28	0.109375	15.26	7.16743
30	0.117188	16.497	7.10356
32	0.125	17.331	7.21251
34	0.132812	18.692	7.10531
36	0.140625	19.544	7.1953
38	0.148438	20.983	7.07418
40	0.15625	22.007	7.10001
42	0.164062	23.026	7.1251
44	0.171875	23.811	7.2183
46	0.179688	25.488	7.04989
48	0.1875	26.421	7.09663
50	0.195312	27.574	7.08321
52	0.203125	28.322	7.17199
54	0.210938	29.472	7.15722
56	0.21875	30.618	7.14449
58	0.226562	31.741	7.13785
60	0.234375	32.814	7.14253
62	0.242188	33.83	7.15896
64	0.25	34.512	7.24386
66	0.257812	36.009	7.15967
68	0.265625	37.3	7.12131
70	0.273438	38.091	7.17853
72	0.28125	39.177	7.17896
74	0.289062	40.161	7.19759
76	0.296875	41.387	7.17315
78	0.304688	42.629	7.14742
80	0.3125	43.704	7.15038
82	0.320312	44.324	7.22662
84	0.328125	45.773	7.16853
86	0.335938	46.83	7.17355
88	0.34375	47.697	7.20695
90	0.351562	48.39	7.26519
92	0.359375	50.101	7.17301
94	0.367188	51.109	7.1844
96	0.375	52.268	7.17456
98	0.382812	53.056	7.21525
100	0.390625	54.448	7.17428
