2	0.0078125	0.074	105.574
4	0.015625	0.073	214.041
6	0.0234375	0.144	162.76
8	0.03125	0.143	218.531
10	0.0390625	0.214	182.535
12	0.046875	0.221	212.104
14	0.0546875	0.286	191.215
16	0.0625	0.286	218.531
18	0.0703125	0.43	163.517
20	0.078125	0.356	219.452
22	0.0859375	0.429	200.321
24	0.09375	0.43	218.023
26	0.101562	0.498	203.941
28	0.109375	0.5	218.75
30	0.117188	0.571	205.232
32	0.125	0.57	219.298
34	0.132812	0.715	185.752
36	0.140625	0.639	220.07
38	0.148438	0.713	208.187
40	0.15625	0.71	220.07
42	0.164062	0.764	214.741
44	0.171875	0.762	225.558
46	0.179688	0.835	215.195
48	0.1875	0.817	229.498
50	0.195312	0.98	199.298
52	0.203125	0.91	223.214
54	0.210938	0.988	213.499
56	0.21875	0.982	222.76
58	0.226562	1.132	200.144
60	0.234375	1.136	206.316
62	0.242188	1.107	218.778
64	0.25	1.17	213.675
66	0.257812	1.233	209.094
68	0.265625	1.226	216.66
70	0.273438	1.226	223.032
72	0.28125	1.295	217.181
74	0.289062	1.292	223.733
76	0.296875	1.36	218.29
78	0.304688	1.36	224.035
80	0.3125	1.433	218.074
82	0.320312	1.703	188.087
84	0.328125	1.447	226.762
86	0.335938	1.448	232.001
88	0.34375	1.511	227.498
90	0.351562	1.512	232.515
92	0.359375	1.576	228.03
94	0.367188	1.57	233.877
96	0.375	1.527	245.58
98	0.382812	1.655	231.307
100	0.390625	1.601	243.988
