256	0.0976562	1.401	69.7047
512	0.195312	1.266	154.275
768	0.292969	1.296	226.056
1024	0.390625	1.357	287.859
1280	0.488281	1.567	311.603
1536	0.585938	1.62	361.69
1792	0.683594	1.741	392.644
2048	0.78125	1.951	400.436
2304	0.878906	1.914	459.199
2560	0.976562	1.973	494.963
2816	1.07422	2.011	534.171
3072	1.17188	2.086	561.781
3328	1.26953	2.241	566.502
3584	1.36719	3.4	402.114
3840	1.46484	2.581	567.549
4096	1.5625	2.515	621.272
4352	1.66016	2.703	614.19
4608	1.75781	2.668	658.85
4864	1.85547	2.716	683.162
5120	1.95312	2.779	702.816
5376	2.05078	2.965	691.663
5632	2.14844	3.021	711.168
5888	2.24609	3.069	731.865
6144	2.34375	3.132	748.324
6400	2.44141	3.303	739.148
6656	2.53906	3.474	730.876
6912	2.63672	3.528	747.369
7168	2.73438	3.551	770.03
7424	2.83203	3.725	760.277
7680	2.92969	3.787	773.617
7936	3.02734	3.852	785.915
8192	3.125	3.911	799.028
8448	3.22266	4.096	786.781
8704	3.32031	4.426	750.184
8960	3.41797	4.211	811.676
9216	3.51562	4.573	768.779
9472	3.61328	4.432	815.271
9728	3.71094	4.494	825.754
9984	3.80859	4.592	829.398
10240	3.90625	4.607	847.895
10496	4.00391	4.893	818.293
10752	4.10156	5.049	812.351
11008	4.19922	5.038	833.509
11264	4.29688	4.957	866.83
11520	4.39453	5.118	858.642
11776	4.49219	5.184	866.549
12032	4.58984	6.084	754.412
12288	4.6875	5.338	878.138
12544	4.78516	5.769	829.46
12800	4.88281	5.573	876.155
13056	4.98047	5.768	863.465
13312	5.07812	5.771	879.938
13568	5.17578	6.247	828.523
13824	5.27344	5.953	885.845
14080	5.37109	7.15	751.202
14336	5.46875	6.026	907.526
14592	5.56641	6.23	893.484
14848	5.66406	6.485	873.41
15104	5.76172	6.472	890.253
15360	5.85938	6.468	905.902
15616	5.95703	6.6	902.58
15872	6.05469	6.717	901.398
16128	6.15234	6.902	891.386
16384	6.25	6.804	918.577
16640	6.34766	6.985	908.755
16896	6.44531	6.962	925.785
17152	6.54297	7.249	902.603
17408	6.64062	7.116	933.196
17664	6.73828	7.56	891.307
17920	6.83594	7.369	927.661
18176	6.93359	8.156	850.122
18432	7.03125	7.533	933.393
