256	0.0976562	1.458	66.9796
512	0.195312	1.512	129.175
768	0.292969	1.579	185.541
1024	0.390625	1.646	237.318
1280	0.488281	1.781	274.161
1536	0.585938	1.833	319.66
1792	0.683594	1.905	358.842
2048	0.78125	1.977	395.169
2304	0.878906	2.128	413.02
2560	0.976562	3.292	296.647
2816	1.07422	2.179	492.987
3072	1.17188	2.256	519.448
3328	1.26953	2.405	527.872
3584	1.36719	2.468	553.966
3840	1.46484	2.722	538.15
4096	1.5625	2.617	597.058
4352	1.66016	2.781	596.964
4608	1.75781	2.816	624.223
4864	1.85547	2.704	686.194
5120	1.95312	2.775	703.829
5376	2.05078	2.921	702.082
5632	2.14844	2.993	717.821
5888	2.24609	3.07	731.627
6144	2.34375	3.154	743.104
6400	2.44141	3.302	739.372
6656	2.53906	3.366	754.326
6912	2.63672	3.437	767.157
7168	2.73438	3.504	780.358
7424	2.83203	3.648	776.324
7680	2.92969	3.711	789.46
7936	3.02734	3.772	802.583
8192	3.125	3.839	814.014
8448	3.22266	4.155	775.609
8704	3.32031	4.069	816.002
8960	3.41797	4.145	824.6
9216	3.51562	4.216	833.877
9472	3.61328	4.346	831.404
9728	3.71094	4.427	838.251
9984	3.80859	4.504	845.603
10240	3.90625	4.566	855.508
10496	4.00391	4.706	850.809
10752	4.10156	4.768	860.227
11008	4.19922	4.848	866.175
11264	4.29688	4.922	872.994
11520	4.39453	5.075	865.917
11776	4.49219	5.129	875.841
12032	4.58984	5.2	882.662
12288	4.6875	5.267	889.975
12544	4.78516	5.398	886.468
12800	4.88281	5.456	894.944
13056	4.98047	6.378	780.883
13312	5.07812	5.569	911.856
13568	5.17578	5.721	904.699
13824	5.27344	5.854	900.826
14080	5.37109	5.997	895.63
14336	5.46875	5.943	920.2
14592	5.56641	6.082	915.226
14848	5.66406	6.154	920.387
15104	5.76172	6.377	903.516
15360	5.85938	6.285	932.279
15616	5.95703	6.427	926.876
15872	6.05469	6.503	931.061
16128	6.15234	6.592	933.305
16384	6.25	6.656	939.002
16640	6.34766	6.809	932.245
16896	6.44531	6.876	937.364
17152	6.54297	6.942	942.519
17408	6.64062	7.02	945.958
17664	6.73828	7.159	941.232
17920	6.83594	7.254	942.368
18176	6.93359	7.384	939.002
18432	7.03125	7.331	959.112
18688	7.12891	7.47	954.338
18944	7.22656	7.542	958.176
19200	7.32422	7.624	960.679
19456	7.42188	7.693	964.757
19712	7.51953	7.961	944.546
19968	7.61719	7.995	952.744
20224	7.71484	7.991	965.442
20480	7.8125	8.054	970.015
20736	7.91016	8.199	964.771
20992	8.00781	8.295	965.378
21248	8.10547	8.466	957.414
21504	8.20312	8.645	948.887
21760	8.30078	8.534	972.672
22016	8.39844	8.604	976.108
22272	8.49609	8.667	980.281
22528	8.59375	8.73	984.393
22784	8.69141	8.896	977.002
23040	8.78906	9.307	944.35
23296	8.88672	9.119	974.528
23552	8.98438	9.937	904.134
23808	9.08203	9.243	982.585
24064	9.17969	9.325	984.417
24320	9.27734	9.409	986.007
24576	9.375	10.059	932.001
24832	9.47266	9.948	952.217
25088	9.57031	10.071	950.284
25344	9.66797	9.686	998.138
25600	9.76562	9.754	1001.19
25856	9.86328	10.333	954.542
26112	9.96094	10.248	971.988
26368	10.0586	10.143	991.678
26624	10.1562	10.188	996.884
26880	10.2539	10.336	992.057
27136	10.3516	10.364	998.8
27392	10.4492	10.4	1004.73
27648	10.5469	10.884	969.026
27904	10.6445	10.606	1003.63
28160	10.7422	10.674	1006.39
28416	10.8398	10.827	1001.19
28672	10.9375	10.82	1010.86
28928	11.0352	11.539	956.336
29184	11.1328	11.022	1010.05
29440	11.2305	11.076	1013.95
29696	11.3281	11.353	997.809
29952	11.4258	11.765	971.167
30208	11.5234	11.431	1008.09
30464	11.6211	11.507	1009.92
30720	11.7188	11.567	1013.12
30976	11.8164	11.725	1007.8
31232	11.9141	11.794	1010.18
31488	12.0117	11.837	1014.76
31744	12.1094	11.899	1017.68
32000	12.207	12.125	1006.77
32256	12.3047	12.078	1018.77
32512	12.4023	12.161	1019.85
32768	12.5	12.24	1021.24
33024	12.5977	12.467	1010.48
33280	12.6953	12.459	1018.97
33536	12.793	12.514	1022.29
33792	12.8906	12.587	1024.12
34048	12.9883	13.834	938.867
34304	13.0859	12.93	1012.06
34560	13.1836	12.868	1024.53
34816	13.2812	12.923	1027.72
35072	13.3789	13.081	1022.77
35328	13.4766	13.156	1024.37
35584	13.5742	13.222	1026.64
35840	13.6719	13.293	1028.5
36096	13.7695	13.457	1023.22
36352	13.8672	14.232	974.367
36608	13.9648	14.743	947.219
36864	14.0625	14.374	978.329
37120	14.1602	13.918	1017.4
37376	14.2578	13.866	1028.26
37632	14.3555	13.927	1030.77
37888	14.4531	14.01	1031.63
38144	14.5508	14.158	1027.74
38400	14.6484	14.234	1029.12
38656	14.7461	14.287	1032.13
38912	14.8438	14.362	1033.54
39168	14.9414	14.509	1029.8
39424	15.0391	14.572	1032.05
39680	15.1367	14.637	1034.14
39936	15.2344	14.712	1035.51
40192	15.332	14.836	1033.43
40448	15.4297	14.908	1034.99
40704	15.5273	14.988	1035.99
40960	15.625	15.069	1036.9
41216	15.7227	15.207	1033.91
41472	15.8203	15.283	1035.16
41728	15.918	15.352	1036.87
41984	16.0156	15.419	1038.69
42240	16.1133	15.568	1035.03
42496	16.2109	15.649	1035.91
42752	16.3086	16.042	1016.62
43008	16.4062	15.769	1040.41
